gender,tenure,service_1,service_2,tariff,expencies,RESULT
F,61,Yes,No,POST,19.1,No
M,1,Yes,No,PRE,44,No
F,1,Yes,Yes,PRE,50.1,Yes
F,53,Yes,No,POST,60.6,No
F,72,Yes,Yes,POST,25.65,No
M,2,Yes,No,PRE,76.4,Yes
M,3,Yes,No,PRE,98.7,Yes
F,13,Yes,Yes,PRE,100.8,Yes
M,41,No,No,PRE,53.95,No
F,24,Yes,No,POST,20.4,No
F,28,Yes,No,POST,90.1,Yes
M,8,No,No,PRE,29.35,No
M,1,Yes,No,PRE,20.45,No
F,54,Yes,Yes,POST,95.1,No
M,41,Yes,Yes,PRE,25.25,No
F,19,Yes,No,PRE,44.9,No
F,72,Yes,Yes,POST,92.65,No
M,62,No,No,POST,43.7,No
F,56,Yes,No,POST,72.6,No
M,15,Yes,Yes,PRE,51.55,Yes
M,10,Yes,No,PRE,79.25,Yes
M,32,Yes,No,POST,18.95,No
M,21,Yes,No,PRE,20.5,No
M,62,Yes,No,POST,19.95,No
F,2,No,No,PRE,24.5,No
M,27,Yes,No,POST,20.6,No
M,5,Yes,Yes,PRE,94.85,Yes
F,25,No,No,POST,61.05,No
F,2,Yes,Yes,PRE,85.7,Yes
M,49,Yes,Yes,POST,106.65,No
F,63,Yes,Yes,PRE,108.25,No
F,4,Yes,No,PRE,20.4,No
F,1,Yes,No,PRE,55.3,No
M,11,Yes,No,PRE,20.25,No
M,52,Yes,Yes,PRE,72.95,No
F,60,Yes,Yes,PRE,89.45,No
M,64,Yes,Yes,POST,104.65,No
F,43,Yes,No,POST,75.2,No
F,61,Yes,Yes,POST,101.15,No
F,1,Yes,No,PRE,44.4,Yes
M,5,Yes,No,PRE,89.5,Yes
M,66,Yes,Yes,POST,68.75,No
M,67,Yes,No,POST,111.05,No
F,42,Yes,No,POST,99,No
M,1,Yes,Yes,PRE,86.05,Yes
F,31,Yes,No,POST,21,No
M,7,Yes,No,PRE,19.4,No
M,4,No,No,PRE,44.55,Yes
M,34,Yes,Yes,POST,77.2,No
M,3,Yes,No,POST,19.45,No
F,19,No,No,PRE,24.85,No
M,31,No,No,PRE,35.4,Yes
F,1,Yes,Yes,PRE,95.65,Yes
M,3,No,No,PRE,41.35,No
M,46,Yes,No,PRE,19.6,No
F,1,Yes,No,PRE,20.95,Yes
F,69,Yes,Yes,POST,84.45,No
M,5,Yes,No,PRE,20.25,No
M,1,Yes,No,PRE,19.65,No
M,26,Yes,No,POST,20.65,No
F,10,No,No,PRE,34.7,Yes
M,25,Yes,No,POST,99.3,No
M,64,Yes,No,PRE,81.05,No
M,30,Yes,Yes,PRE,67.6,No
M,13,Yes,No,PRE,70.15,No
F,64,Yes,Yes,POST,115,No
F,46,Yes,Yes,PRE,84.8,No
F,12,Yes,No,POST,19.7,No
F,15,Yes,No,PRE,19.75,Yes
M,17,Yes,Yes,PRE,92.55,Yes
F,13,Yes,No,PRE,63.15,No
F,67,Yes,Yes,POST,74,No
M,24,No,No,PRE,29.1,No
M,6,Yes,No,PRE,50.05,No
M,53,Yes,Yes,POST,60.05,Yes
M,16,Yes,No,PRE,74.3,Yes
M,10,Yes,No,PRE,20,No
F,13,Yes,No,POST,74.65,No
M,9,Yes,Yes,PRE,85.35,Yes
F,25,Yes,No,POST,74.3,Yes
M,7,No,No,PRE,44.4,No
M,38,Yes,Yes,POST,85.4,No
F,43,Yes,Yes,PRE,94.1,No
F,4,Yes,No,PRE,98.1,Yes
F,25,Yes,Yes,POST,108.9,No
M,27,Yes,No,POST,56.2,No
M,72,Yes,Yes,POST,26.1,No
M,71,Yes,Yes,POST,85.45,No
F,24,Yes,Yes,PRE,88.95,No
F,50,Yes,Yes,POST,109.65,Yes
M,57,Yes,No,POST,74.35,No
F,15,Yes,No,PRE,48.85,No
M,4,Yes,Yes,PRE,80.1,No
F,28,Yes,No,PRE,56.05,No
F,9,Yes,Yes,PRE,74.55,Yes
F,55,Yes,Yes,PRE,89.8,No
M,3,Yes,Yes,PRE,100.95,Yes
M,10,Yes,No,PRE,94.9,Yes
M,55,Yes,No,POST,19.1,No
F,20,Yes,No,PRE,20.35,No
F,62,Yes,Yes,POST,106.05,No
M,32,Yes,Yes,PRE,104.9,Yes
F,43,Yes,No,POST,19.65,No
M,9,No,No,POST,24.1,Yes
F,60,Yes,No,POST,59.85,No
M,58,Yes,Yes,POST,86.1,No
M,7,Yes,No,POST,19.45,No
M,2,Yes,No,PRE,97.1,No
M,37,No,No,PRE,36.65,No
F,65,Yes,Yes,POST,103.9,No
F,39,Yes,No,POST,19.75,No
M,66,Yes,Yes,POST,104.05,Yes
M,68,Yes,Yes,POST,24.55,No
F,62,No,No,POST,48.7,No
M,3,Yes,No,PRE,88.35,Yes
F,72,Yes,Yes,POST,109.55,No
F,41,Yes,No,POST,20.65,No
M,29,Yes,No,PRE,94.65,Yes
F,4,Yes,No,PRE,55.2,No
M,53,Yes,Yes,POST,24.05,No
M,1,Yes,Yes,PRE,74.4,Yes
F,41,Yes,Yes,PRE,79.9,Yes
M,39,Yes,No,POST,20.45,No
M,63,Yes,No,POST,19.25,No
M,15,Yes,Yes,PRE,26.35,No
F,13,Yes,No,POST,43.8,No
M,1,Yes,No,PRE,50.15,No
M,1,Yes,No,POST,20.45,No
M,8,Yes,No,PRE,69.7,Yes
M,60,Yes,No,POST,61.4,No
F,12,Yes,Yes,PRE,98.1,Yes
M,40,Yes,Yes,POST,70.75,No
F,66,Yes,No,POST,61.15,No
M,42,Yes,No,POST,20.25,No
F,66,Yes,Yes,POST,63.85,No
M,49,Yes,Yes,PRE,98.7,No
F,1,Yes,No,PRE,20.5,Yes
F,41,Yes,No,POST,20,No
F,41,Yes,No,POST,19.3,No
F,23,Yes,No,PRE,84.4,No
M,3,No,No,PRE,25.1,No
F,4,No,No,PRE,48.25,No
F,52,Yes,No,POST,19.85,No
F,4,Yes,Yes,PRE,99.6,Yes
F,11,Yes,No,PRE,94.2,No
F,2,Yes,No,PRE,62.15,No
F,26,Yes,Yes,PRE,79.3,No
M,24,Yes,No,POST,56.25,No
F,12,Yes,No,PRE,20.3,No
M,60,Yes,Yes,PRE,99,No
F,64,Yes,Yes,POST,90.6,No
M,66,Yes,No,POST,85.9,No
F,60,Yes,Yes,POST,79.2,No
M,17,Yes,Yes,POST,70.35,No
M,42,Yes,No,POST,19.35,No
M,1,Yes,Yes,PRE,50.15,No
F,47,Yes,No,POST,63.8,No
F,10,Yes,No,PRE,20.55,No
M,70,Yes,Yes,POST,88.55,No
M,67,Yes,Yes,PRE,101.4,No
F,1,Yes,No,PRE,81.95,Yes
M,7,Yes,No,PRE,69.35,Yes
M,1,Yes,No,PRE,44.6,No
M,4,Yes,No,PRE,63.75,No
F,66,Yes,Yes,POST,109.25,No
F,12,Yes,No,PRE,84.6,No
F,24,Yes,No,POST,20.45,No
M,26,Yes,No,PRE,85.75,No
F,6,Yes,No,PRE,91.1,Yes
M,57,Yes,Yes,POST,107.95,No
M,14,Yes,Yes,PRE,86.1,Yes
F,42,Yes,Yes,POST,22.95,No
M,25,Yes,Yes,PRE,94.7,Yes
F,64,Yes,No,POST,19.45,No
M,22,Yes,Yes,PRE,85.1,Yes
M,19,Yes,No,POST,19.7,No
F,61,Yes,Yes,PRE,99.15,Yes
M,22,Yes,No,PRE,87,No
M,70,Yes,Yes,PRE,102.95,Yes
M,12,Yes,No,PRE,79.95,No
F,31,Yes,No,POST,64,No
F,11,Yes,No,PRE,64.9,No
M,68,Yes,Yes,POST,25.75,No
F,72,Yes,Yes,POST,90.15,No
M,67,Yes,Yes,POST,116.1,No
F,60,Yes,No,PRE,104.95,No
M,1,Yes,No,PRE,45.05,Yes
F,1,Yes,No,PRE,71,Yes
M,58,No,No,POST,50,No
F,47,Yes,No,PRE,70.55,Yes
F,1,Yes,No,PRE,79.7,Yes
M,1,Yes,No,PRE,20.45,No
M,22,Yes,Yes,PRE,59,Yes
F,48,Yes,No,POST,60.35,Yes
F,37,Yes,No,POST,19.85,No
M,13,Yes,No,POST,19.95,No
M,43,Yes,Yes,POST,26.45,No
F,6,No,No,POST,63.4,No
M,71,No,No,POST,53.95,No
F,1,Yes,No,PRE,69.25,Yes
F,72,Yes,Yes,POST,95.1,No
F,6,Yes,No,PRE,74.1,No
M,12,No,No,PRE,35.5,No
M,25,Yes,No,PRE,70.95,Yes
F,21,Yes,No,POST,79.2,No
F,6,Yes,No,PRE,48.8,No
M,20,Yes,No,PRE,89,Yes
M,18,Yes,Yes,PRE,99.4,Yes
F,43,Yes,No,POST,55.45,No
F,35,Yes,Yes,POST,25.4,No
F,1,Yes,No,PRE,73.5,Yes
M,32,Yes,Yes,PRE,93.5,No
M,52,No,No,POST,63.9,No
M,32,Yes,No,POST,64.85,No
F,72,No,No,POST,63.8,No
M,51,No,No,PRE,44.45,No
M,68,Yes,No,POST,19.95,No
M,8,No,No,PRE,43.35,No
M,49,No,No,POST,49.65,No
F,72,Yes,No,POST,85.1,No
M,9,Yes,Yes,PRE,95.5,Yes
F,28,Yes,No,PRE,92.35,Yes
M,54,Yes,No,PRE,89.8,No
M,11,Yes,No,PRE,74.55,Yes
F,50,Yes,No,POST,103.05,No
F,69,Yes,Yes,POST,116,No
M,1,Yes,No,PRE,69.9,No
M,68,Yes,No,POST,95.1,No
M,40,No,No,POST,40.25,No
M,31,Yes,Yes,POST,25.75,No
F,33,Yes,Yes,PRE,105.35,No
M,55,Yes,Yes,POST,113.6,No
M,68,Yes,Yes,POST,24,No
F,12,Yes,No,PRE,19.4,No
M,71,Yes,No,POST,86.1,No
M,40,Yes,Yes,PRE,102.65,No
F,64,Yes,Yes,POST,92.85,No
M,53,Yes,Yes,POST,97.75,No
M,12,Yes,No,PRE,83.8,Yes
M,53,No,No,PRE,54.45,Yes
M,72,Yes,Yes,POST,97.95,No
M,46,Yes,No,POST,19.95,No
M,40,Yes,Yes,POST,24.6,No
M,12,No,No,PRE,50.95,No
M,9,Yes,No,PRE,75.6,No
F,51,Yes,Yes,PRE,80.75,No
M,49,Yes,No,PRE,90.4,No
M,41,Yes,Yes,PRE,99.8,Yes
F,56,Yes,No,POST,60.25,No
M,4,Yes,No,PRE,20.2,No
M,20,Yes,No,POST,64.15,No
F,26,Yes,No,PRE,20.25,No
F,20,Yes,Yes,PRE,105.85,Yes
F,7,Yes,Yes,PRE,75.45,Yes
M,7,Yes,Yes,PRE,93.85,Yes
M,51,Yes,No,PRE,99,No
F,4,Yes,Yes,PRE,80.3,No
F,1,Yes,No,PRE,19.55,No
M,27,Yes,Yes,PRE,100.75,No
M,22,Yes,Yes,PRE,100.75,Yes
M,12,Yes,No,PRE,53.75,No
F,3,No,No,PRE,31,Yes
F,34,Yes,Yes,POST,25.6,No
M,24,Yes,Yes,POST,58.35,No
M,51,Yes,Yes,PRE,80,Yes
F,14,No,No,PRE,46.35,No
M,59,Yes,Yes,POST,113.75,No
M,3,Yes,No,PRE,90.4,No
F,65,Yes,Yes,POST,109.3,No
M,5,Yes,No,PRE,70.25,Yes
F,59,Yes,Yes,POST,90.3,No
M,72,No,No,POST,65.25,No
F,62,Yes,No,PRE,100.15,Yes
M,28,Yes,Yes,PRE,94.5,Yes
M,3,Yes,No,PRE,60.65,No
M,19,Yes,Yes,PRE,24.1,No
M,1,Yes,No,PRE,19.5,No
M,24,Yes,No,PRE,85.95,No
M,57,Yes,No,POST,53.5,No
F,72,Yes,Yes,POST,25.45,No
M,67,Yes,No,POST,20.5,No
M,52,Yes,No,POST,20.85,No
M,71,Yes,Yes,POST,89.9,No
F,26,Yes,Yes,POST,26,No
F,35,Yes,Yes,POST,113.2,No
F,55,Yes,No,POST,69.05,No
F,33,Yes,No,POST,20.1,No
M,72,Yes,Yes,POST,109.65,No
M,1,Yes,No,PRE,19.2,No
M,10,No,No,PRE,33.9,Yes
F,37,Yes,No,PRE,90,No
M,12,No,No,PRE,34,No
M,1,Yes,No,POST,20.4,No
M,62,No,No,POST,38.6,No
F,1,No,No,PRE,25.25,No
F,18,Yes,Yes,PRE,60.6,No
M,69,Yes,Yes,PRE,89.95,Yes
M,2,Yes,No,PRE,74.75,No
M,19,Yes,No,PRE,20.6,No
M,12,Yes,Yes,PRE,84.45,Yes
M,9,Yes,No,PRE,20.4,No
M,27,Yes,No,POST,81.7,No
M,27,Yes,Yes,PRE,79.5,Yes
M,1,Yes,No,PRE,89.15,Yes
F,24,Yes,No,PRE,20.3,No
M,14,Yes,Yes,PRE,74.95,Yes
F,32,Yes,No,PRE,74.4,Yes
F,11,Yes,No,POST,20,No
M,1,Yes,Yes,PRE,25,No
M,38,Yes,Yes,PRE,80.45,No
F,9,Yes,No,POST,19.75,No
M,54,Yes,Yes,POST,65.65,No
F,29,Yes,Yes,POST,71,No
M,44,Yes,Yes,PRE,89.2,No
M,59,Yes,No,POST,86.75,No
F,3,Yes,No,PRE,55.3,Yes
F,18,Yes,No,POST,61.5,No
M,67,Yes,Yes,POST,25.1,No
F,22,Yes,No,PRE,55.15,Yes
M,33,No,No,POST,34.05,No
M,5,Yes,No,PRE,19.95,No
F,2,Yes,No,PRE,19.95,No
M,72,Yes,Yes,POST,89.7,No
M,9,Yes,No,PRE,20.4,No
M,67,Yes,Yes,POST,26.3,No
F,16,Yes,Yes,PRE,84.95,Yes
F,8,Yes,No,PRE,20.7,No
M,5,No,No,PRE,43.25,Yes
M,23,Yes,Yes,POST,48.35,Yes
M,1,Yes,No,PRE,79.55,Yes
F,50,Yes,No,PRE,71.05,Yes
M,17,Yes,No,POST,19.45,No
F,68,Yes,Yes,POST,110.8,No
M,1,Yes,Yes,PRE,84.5,Yes
F,25,Yes,No,PRE,69.3,No
M,67,No,No,POST,49.35,No
M,32,Yes,No,POST,20.35,No
F,67,Yes,Yes,POST,105.6,No
M,72,No,No,POST,64.45,No
M,71,Yes,Yes,POST,108.6,Yes
M,1,Yes,No,PRE,49.9,No
M,46,No,No,PRE,30.3,Yes
F,2,No,No,PRE,30.4,Yes
F,1,Yes,No,PRE,45.4,Yes
F,48,Yes,No,POST,65.65,No
F,61,Yes,Yes,POST,103.3,No
F,32,Yes,No,PRE,84.15,Yes
F,2,Yes,No,PRE,44.45,No
F,3,Yes,No,PRE,19.75,Yes
F,5,Yes,No,PRE,85.4,Yes
F,71,Yes,Yes,POST,89.9,No
M,37,Yes,Yes,PRE,55.05,No
M,65,Yes,Yes,POST,104.1,No
F,67,Yes,Yes,POST,106.6,No
M,49,Yes,Yes,PRE,75.2,Yes
M,50,Yes,Yes,POST,70.5,No
M,25,Yes,No,POST,19.6,No
F,17,Yes,Yes,POST,55.85,Yes
F,64,Yes,Yes,POST,24.05,No
M,25,No,No,POST,38.1,No
M,23,Yes,Yes,PRE,106.4,Yes
M,24,No,No,PRE,34.25,No
F,37,Yes,Yes,PRE,100.05,No
F,21,Yes,No,PRE,68.65,No
M,1,Yes,No,PRE,45.8,No
F,10,Yes,Yes,PRE,75.75,No
M,6,Yes,No,PRE,84.4,Yes
M,51,Yes,Yes,POST,96.4,No
F,10,Yes,No,PRE,20.55,No
F,6,No,No,PRE,50.95,No
M,47,Yes,Yes,POST,90.5,No
F,61,Yes,Yes,POST,79.4,No
F,52,No,No,POST,58.75,No
F,35,Yes,Yes,PRE,59.45,No
M,71,Yes,Yes,POST,105.7,No
F,6,Yes,No,PRE,56.25,Yes
M,45,Yes,No,POST,53.3,No
F,2,Yes,Yes,PRE,85.55,Yes
F,4,Yes,No,PRE,68.65,Yes
M,2,No,No,PRE,24.3,No
M,4,Yes,No,PRE,77.85,Yes
M,51,Yes,Yes,POST,59.9,No
M,60,Yes,Yes,POST,23.95,No
M,9,Yes,No,POST,20.15,No
M,3,Yes,Yes,PRE,105.35,Yes
M,17,Yes,Yes,PRE,95.65,No
F,8,Yes,Yes,PRE,87.05,Yes
M,46,Yes,No,POST,81,No
F,68,Yes,No,POST,82.45,No
M,1,Yes,No,PRE,53.5,Yes
F,4,Yes,No,POST,20.5,No
F,1,No,No,PRE,25.1,Yes
M,28,Yes,No,POST,54.4,No
F,39,Yes,No,POST,58.6,No
M,11,Yes,No,PRE,84.8,No
F,71,No,No,POST,61.4,No
M,2,Yes,No,PRE,20.4,No
M,30,Yes,No,PRE,79.65,Yes
F,17,Yes,No,POST,20.15,No
F,55,Yes,Yes,PRE,94.45,No
F,58,Yes,Yes,PRE,79.8,No
F,5,Yes,No,PRE,54.2,Yes
F,1,Yes,No,PRE,19.45,Yes
M,9,Yes,Yes,PRE,74.05,No
M,26,Yes,No,PRE,49.15,No
F,50,Yes,No,POST,19.4,No
F,72,Yes,Yes,POST,113.65,No
F,43,Yes,No,POST,106,No
M,56,Yes,Yes,POST,25.95,No
F,1,Yes,No,PRE,19.1,No
M,72,Yes,Yes,POST,103.4,Yes
M,72,Yes,Yes,POST,100.55,No
M,36,Yes,Yes,PRE,95.4,No
M,5,Yes,No,PRE,75.15,No
F,13,Yes,Yes,PRE,84.45,Yes
F,44,Yes,No,POST,89.15,No
F,70,Yes,Yes,POST,107.9,No
M,44,Yes,No,POST,19.5,No
F,32,Yes,Yes,PRE,85.95,Yes
F,69,Yes,Yes,POST,24.95,No
F,16,Yes,No,PRE,59.4,Yes
M,68,Yes,No,POST,19.5,No
M,16,Yes,No,PRE,69.95,No
M,68,Yes,No,POST,82.85,No
M,4,Yes,No,PRE,19,No
F,26,No,No,PRE,38.85,No
F,29,No,No,PRE,30.6,Yes
M,5,Yes,No,PRE,20.35,No
M,70,Yes,Yes,POST,95,No
M,24,Yes,No,POST,74.4,No
F,72,Yes,Yes,POST,78.45,No
M,1,Yes,No,PRE,74.3,No
M,70,No,No,POST,51.05,No
F,36,Yes,No,PRE,19.2,No
F,38,Yes,Yes,PRE,99.55,Yes
F,17,Yes,No,PRE,70,Yes
F,41,Yes,Yes,POST,109.1,No
F,1,Yes,No,PRE,45.3,Yes
M,2,No,No,PRE,29.85,Yes
M,14,Yes,No,PRE,76.45,No
M,2,Yes,No,PRE,95.1,Yes
M,1,Yes,No,PRE,19.8,Yes
M,13,Yes,Yes,PRE,72.8,No
M,6,Yes,No,PRE,18.95,No
F,4,Yes,No,PRE,76.65,Yes
F,5,Yes,No,PRE,99.15,Yes
F,15,Yes,No,PRE,101.75,No
F,47,Yes,No,PRE,75.45,No
F,8,Yes,No,PRE,64.1,No
M,17,No,No,PRE,25.65,No
M,15,Yes,No,PRE,75.1,No
F,26,Yes,No,POST,95.85,No
F,23,Yes,Yes,PRE,54.4,No
F,4,Yes,No,PRE,72.75,No
M,29,Yes,No,POST,19.85,No
F,25,Yes,No,PRE,19.05,No
M,9,Yes,No,PRE,44.95,Yes
M,18,Yes,No,PRE,49.55,Yes
M,3,Yes,Yes,PRE,94.85,No
F,69,No,No,POST,46.25,No
M,14,Yes,No,POST,19.35,No
M,19,Yes,Yes,PRE,69.6,No
M,39,Yes,Yes,PRE,90.7,No
M,31,Yes,No,PRE,101.4,No
M,24,Yes,No,POST,20.25,No
M,14,Yes,No,PRE,48.8,No
F,64,Yes,No,POST,74.35,No
F,50,Yes,No,POST,19.35,No
M,52,Yes,No,POST,68.75,No
M,28,Yes,Yes,POST,100.2,No
F,21,Yes,No,POST,20.85,No
M,25,Yes,No,PRE,95.9,Yes
F,17,Yes,No,POST,19.35,No
M,58,No,No,POST,45,No
M,17,Yes,No,PRE,81.5,Yes
F,51,Yes,Yes,POST,25.5,No
M,72,No,No,POST,48.9,No
M,52,Yes,No,PRE,84.1,Yes
F,27,Yes,No,POST,19.6,No
F,3,Yes,No,PRE,20,No
F,64,Yes,Yes,POST,81.3,No
F,45,Yes,No,POST,95.2,No
M,3,No,No,PRE,36.45,Yes
F,71,Yes,Yes,POST,83.3,No
F,1,No,No,PRE,25.05,Yes
F,58,Yes,No,POST,20.3,No
M,34,Yes,No,PRE,89.85,No
F,8,Yes,No,PRE,49.85,Yes
F,15,Yes,No,PRE,19.8,No
M,66,No,No,POST,54.65,No
M,12,No,No,PRE,29.35,No
M,58,Yes,No,POST,19.15,No
F,3,Yes,No,POST,19.1,No
F,43,No,No,PRE,55.55,Yes
F,9,Yes,No,PRE,80.55,No
F,3,Yes,No,POST,20.25,No
F,22,Yes,No,POST,69.5,Yes
M,40,Yes,Yes,POST,106,No
F,68,Yes,Yes,POST,25.5,No
M,54,Yes,Yes,PRE,104.3,Yes
F,50,Yes,Yes,POST,79.6,No
M,1,Yes,No,PRE,55.25,No
F,72,Yes,Yes,POST,88.05,No
M,40,Yes,No,POST,20.4,No
F,72,Yes,Yes,POST,117.6,No
F,6,Yes,No,PRE,20,No
F,5,Yes,No,PRE,19.65,No
M,48,Yes,Yes,POST,70.55,No
F,1,Yes,Yes,PRE,93.85,Yes
F,64,Yes,No,POST,65.8,No
F,17,Yes,No,POST,20.05,No
M,40,Yes,No,PRE,80,No
F,41,No,No,POST,35.4,No
M,51,Yes,Yes,POST,79.6,No
M,41,Yes,Yes,PRE,80.25,No
F,1,Yes,No,PRE,50.45,Yes
F,2,Yes,No,PRE,20.45,No
M,68,Yes,No,POST,79.6,No
F,24,Yes,Yes,POST,24.7,No
M,70,Yes,Yes,POST,77.3,No
M,3,No,No,PRE,29.75,No
M,2,Yes,No,PRE,44.9,No
M,3,No,No,PRE,29.8,No
F,7,Yes,Yes,PRE,74.65,Yes
F,13,Yes,No,PRE,71.95,No
M,7,Yes,No,PRE,20.75,No
M,12,Yes,No,PRE,56.3,No
M,53,Yes,Yes,POST,105.25,No
F,12,Yes,Yes,PRE,94.2,Yes
M,63,Yes,No,POST,19.55,No
F,15,Yes,No,PRE,84.45,No
M,36,Yes,No,POST,53.65,No
M,4,No,No,PRE,29.9,No
F,24,Yes,No,POST,19.7,No
F,61,No,No,POST,43.7,No
M,16,Yes,Yes,PRE,55.3,No
M,65,Yes,No,POST,19.85,No
F,26,Yes,No,POST,19.65,No
M,16,Yes,No,PRE,49.45,No
F,54,Yes,Yes,POST,106.55,Yes
M,1,Yes,No,PRE,20.1,Yes
M,5,Yes,No,POST,20.45,No
F,19,No,No,PRE,39.7,No
M,10,Yes,Yes,PRE,54.5,No
F,23,Yes,No,PRE,83.8,Yes
M,3,Yes,No,PRE,55.15,Yes
F,72,Yes,Yes,POST,111.6,No
M,10,Yes,Yes,PRE,86.65,Yes
F,10,Yes,No,PRE,55.55,No
M,11,Yes,No,POST,20.55,No
F,37,Yes,Yes,PRE,106.75,Yes
M,17,Yes,Yes,POST,62.1,No
F,36,Yes,Yes,PRE,104.5,No
M,17,Yes,No,PRE,101.8,No
F,66,Yes,Yes,POST,110.6,No
M,61,Yes,No,POST,84.9,No
M,22,Yes,No,PRE,93.2,No
M,1,No,No,PRE,24.4,No
F,6,Yes,No,PRE,70.55,No
M,31,Yes,No,PRE,78.45,Yes
F,68,Yes,No,POST,85,No
F,34,Yes,Yes,PRE,87.45,Yes
F,52,Yes,No,PRE,85.8,No
F,10,Yes,No,PRE,91.1,No
M,29,Yes,No,PRE,70.75,Yes
F,72,Yes,No,POST,20.1,No
M,47,Yes,No,POST,20.05,No
M,24,Yes,Yes,POST,74.8,No
M,65,Yes,Yes,POST,24.8,No
F,4,Yes,Yes,PRE,100.85,No
M,12,Yes,Yes,PRE,101.35,Yes
M,1,Yes,Yes,PRE,81.7,Yes
M,33,Yes,No,PRE,68.25,Yes
F,34,Yes,No,PRE,105.1,No
F,14,Yes,No,POST,20.4,No
F,4,Yes,No,PRE,79.15,Yes
M,13,Yes,No,POST,20,No
F,65,Yes,Yes,POST,79.4,No
M,23,Yes,No,POST,57.2,No
M,55,Yes,No,POST,58.6,No
M,49,Yes,No,POST,94.8,No
M,60,Yes,Yes,POST,102.5,No
F,69,Yes,No,POST,20.35,No
M,40,Yes,Yes,PRE,84.9,No
M,67,Yes,No,POST,69.2,No
M,35,Yes,Yes,PRE,95.45,Yes
M,19,Yes,Yes,POST,100.95,Yes
F,13,Yes,No,POST,20.85,No
F,41,Yes,Yes,PRE,88.5,No
F,4,No,No,PRE,35,No
F,24,Yes,No,PRE,55.15,No
F,5,No,No,PRE,50.95,No
F,5,Yes,Yes,PRE,64,No
F,1,Yes,No,PRE,69.1,Yes
F,72,Yes,Yes,POST,80.2,No
F,24,Yes,No,PRE,49.3,No
F,42,Yes,Yes,POST,84.35,No
F,4,Yes,No,PRE,20.05,No
M,68,Yes,Yes,POST,117.2,No
F,33,Yes,No,POST,20.1,No
F,1,Yes,No,PRE,69.6,Yes
M,31,Yes,Yes,POST,103.45,Yes
F,4,Yes,Yes,PRE,77.95,Yes
M,69,Yes,Yes,POST,109.95,No
M,38,Yes,Yes,PRE,94.75,No
F,3,Yes,No,PRE,80,No
F,48,Yes,Yes,POST,79.65,No
F,15,Yes,Yes,POST,25.2,No
F,25,Yes,No,POST,19.9,No
F,1,Yes,No,PRE,78.45,Yes
F,48,No,No,PRE,44.8,No
M,1,Yes,No,PRE,20.3,No
M,1,Yes,No,PRE,19.2,No
F,37,Yes,No,POST,80.05,No
M,66,Yes,Yes,POST,107.35,No
F,26,No,No,POST,47.85,No
M,63,Yes,No,POST,70.8,No
M,10,No,No,PRE,29.5,Yes
F,2,Yes,No,PRE,70.75,Yes
M,18,Yes,No,PRE,59.1,No
F,64,Yes,Yes,POST,25.55,No
F,9,Yes,Yes,PRE,84.45,Yes
F,28,Yes,No,PRE,20.25,No
F,1,Yes,No,PRE,75.55,No
M,4,Yes,Yes,PRE,85.65,Yes
M,38,Yes,No,POST,70.15,Yes
M,66,Yes,Yes,POST,95.3,No
F,1,Yes,No,PRE,70.25,No
F,18,Yes,No,PRE,50.3,No
M,51,Yes,Yes,PRE,97.8,Yes
M,0,Yes,No,POST,19.85,No
M,1,Yes,No,PRE,46.3,Yes
M,12,Yes,No,POST,19.35,No
F,41,Yes,Yes,PRE,106.3,Yes
M,12,Yes,Yes,PRE,25,No
F,55,Yes,No,POST,20.3,No
F,7,Yes,Yes,PRE,75.35,No
F,12,Yes,No,PRE,89.4,Yes
F,68,Yes,Yes,POST,88,No
F,5,Yes,Yes,PRE,83.15,Yes
F,49,Yes,No,PRE,43.8,No
M,40,No,No,POST,62.05,No
F,16,Yes,No,POST,20.1,No
M,10,Yes,Yes,PRE,74.15,Yes
F,72,Yes,Yes,POST,101.35,No
F,2,Yes,Yes,PRE,84.05,No
M,23,Yes,No,POST,20.9,No
F,71,Yes,Yes,POST,105.9,No
F,11,Yes,Yes,PRE,99.5,Yes
M,1,Yes,No,PRE,44.15,Yes
F,16,Yes,No,PRE,53.9,Yes
F,1,Yes,Yes,PRE,85.45,Yes
M,12,Yes,No,PRE,85.05,No
F,54,No,No,POST,44.1,No
F,68,Yes,Yes,POST,90.2,No
F,4,Yes,Yes,PRE,50.85,Yes
F,1,Yes,No,PRE,59.2,Yes
M,27,Yes,No,PRE,53.45,No
M,21,Yes,No,PRE,19.95,No
M,13,Yes,No,PRE,83.2,Yes
F,64,Yes,Yes,PRE,74.65,No
F,1,Yes,No,PRE,54.9,Yes
M,57,No,No,POST,57.5,No
F,21,Yes,Yes,PRE,103.9,Yes
M,19,Yes,No,POST,19.65,No
M,31,Yes,No,POST,93.8,No
M,52,Yes,Yes,POST,89.25,No
F,46,Yes,Yes,POST,94.15,No
F,11,Yes,Yes,PRE,55.6,No
F,53,No,No,PRE,48.7,No
F,11,Yes,No,PRE,19.25,Yes
M,57,Yes,Yes,PRE,104.9,No
F,2,Yes,Yes,PRE,75.45,Yes
F,2,Yes,No,PRE,54.85,Yes
F,71,Yes,No,POST,19.9,No
F,1,Yes,No,PRE,19.4,No
M,68,Yes,Yes,POST,25.05,No
M,72,Yes,No,POST,84.45,No
F,2,Yes,No,PRE,19.3,No
M,1,Yes,Yes,PRE,95.1,Yes
F,41,Yes,No,POST,79.85,No
M,72,Yes,Yes,POST,25.55,No
